question_id,question_description,answer_category_num,question_description_clean
6976,كان الحرباي يدافع عن بشار اكتر من وهاب ,Sexual harrasment,الحرباي دافع بشار اكتري وهاب
5405,معالي الوزير علاء الخواجى مثله كمثل رفيق الحريري عندما كان في السعودية يدير اتفاق الطائف حتى يستفرد به… ,Violent,معالي وزير علاء الخواجي مثل مثل رفيق حريري سعودي ادار اتفاق طاءف استفرد ب 
795,العمى شو كل سنتين ليقبضوك لحتى تغردي هلأ        ,Sexual harrasment,عم ي شو سنه قبض لحتي غرد هلا
3592,خرجه الله لا يقيمه سرماي كثيرة عليه اخص ع الغرب ,Violent,خرج الله اقام سرماي كثير خص غرب
3941,مش عم نفهم عليك هالايام العقاب لوهاب وهاب قاتل ابو دياب ,Violent,مش عم ف هم هالايام عقاب وهاب وهاب قاتل دياب
5822,من رفع الدعوى ؟ وأيّ الجوابين أفصح وأتمّ قولا ,Religious affiliation,رفع دعوي اي جواب افصح تم قول
1126,كلام الحق ,Sexual harrasment,كلام حق
3062,ممكن تخبرنا مين هني الابطال الثلاثة؟ ,Mockery,ممكن اخبر مين هني بطل ثلاث 
6881,فخامة الرئيس لو شي فقير عبيعمل غرفة حتى ينيم ولادو كان تمرجل عليه عماد عثمان بس هذا الزلمي اسامه شهاب عامل مشروع بد ,Religious affiliation,خام رءيس شي فقير عبيعمل غرفه انام دوي تمرجل عماد عثمان الزلمي اسامه شهاب عامل مشروع
2663,عندما تكون القمة العربية على أرض قرارها مختطف إيرانيا عبر ميليشيا حزب الله,Religious affiliation,قمه عربي ارض قرار مختطف ايراني عبر ميليشيا حزب الله
2410,دخل هالبسمة يا قاهرهم ,Racist,دخل هالبسمه يا قاهر
2129,مفكرين كل العالم متل المعارضة السورية,Racist,مفكر عالم متل معارضه سوري
3033,والله يا أخي الكريم أغلب القطريين بلا ذمه ولا أخلاق ولا شرف للأسف,Racist,الله يا اخ كريم اغلب قطري بلا ذمه خلق شرف اسف
6066,نتمنى أن لا ينظر علينا أحد بمحاربة الفساد بعد اليوم إذا لم يتم سجن عماد عثمان فالمذكور في جريدة الأخبار يطيح بدولة… ,Violent,تمني ان نظر علي احد محاربه فساد اذا تم سجن عماد عثمان مذكور جريده خبر اطاح دوله 
78,تيار الفتنه والكذب والتحريض  تيار المستهبل,Mockery,تيار فتنه كذب تحريض تيار المستهبل
2720,والله ماحده دمر العهد بعد جبران باسيل الا انت,Religious affiliation,الله ماحده دمر عهد جبران باسيل
8022,السيد الرئيس الكافر بشار الأسد يحتفل بعيد المولد النبوي الشريف القيادة الحكيمة منحبك,Violent,سيد رءيس كافر بشار اسد احتفل بعيد مولد نبوي شريف قياده حكيم منحبك
2963,فرق كبير بين الإنتقاد والتخوين,Normal,فرقه كبير انتقاد تخوين
4942,اذا الشعب اراد الحياة فلا بد ان يستجيب القدر,Sexual harrasment,شعب اراد حياه لا استجاب قدر
1496,هاد اكبر دليل انه الحملة مو ضدو كتركي أو مسلم وانما ضد الموقف السياسي او الرمزية السياسية للموضوع لانه بآخر ال…,Violent,هادي اكبر دليل حمله مو ضدو تركي او مسلم ان ما موقف سياسي رمزي سياسي موضوع ان اخر ال 
1671,زعلانة عليك يا رامبو زمانك انت ,Religious affiliation,زعلان يا رامبو زمان
6875,ولا ساقط اكبر من حجمو ,Sexual harrasment,ساقط اكبر حجمو
3560,هيدي ثقافتكم يلي بتفكروا حالكم شاطرين فيها كل ما حدا خالفكم الرأي بتتهموه بالعمالة او الخ ,Mockery,هيدي ثقافه بتفكروا حال شاطر حدا خالف راي بتتهموه عماله الخ
1510,بتطلع ستين خنزير يا رافضي يا مجوسي يا عباد القبور لعنة الله عليك وع معلمينك الخميني وخامنئي ونصرالشيطان والسكستاني اتفوووووووو,Sexual harrasment,تطلع خنزير يا رافض يا مجوسي يا عباد قبر لعنه الله ع معلمينك خميني خامنءي ونصرالشيطان والسكستاني اتفوووووووو
1206,صاحب القصيدة شريك القرضاوي وحافظ القرآن وإمام الحرم ,Religious affiliation,صاحب قصيده شريك قرضاوي حافظ قران امام حرم
805,فعلا اما دولة او لا دولة ,Normal,فعل دوله دوله
7570,قد ما صايرة الأمور خبيصة بهالترندات أوقات بفوت وإقرا شي نص ساعة تا إفهم مين علقان مع مين وعشو علقانين هههه وفزرة,Mockery,صايره امر خبيص بهالترندات وقت فوت اقر شي نص ساعه تا ف هم مين علقان مين وعشو علقانين هههه ف زر
1314,انه بعض عشان تشيل عن حالك هاي الصفة وانت اكبر مطبل وعرص ,Sexual harrasment,عش شال حال هاي صفه انت اكبر مطبل عرص
7139,نشالله حنخليك تعرف شو هيي الشوف ,Sexual harrasment,نشالله حنخليك عرف شو هيي شوف
8310,نحتاج الى مكنسه تكنسك انت وكل محور المماتعه وتكبكم بمزبلة التاريخ ,Racist,احتاج مكنسه كنس كل محور المماتعه وكب مزبله تاريخ
7182,محتاجين بس نسكر بوازنا ونسكت نحن شعب لا نفقه إلا الثرثرة ,Sexual harrasment,محتاج سكر بوازنا سكت شعب نفقه الا ثرثره
1751,بوق سوريا انت وصرمايتي سوى ,Sexual harrasment,بوق سوريا صرمايه
7715,أعلن المكتب الإعلامي لوزير الخارجية والمغتربين في حكومة تصريف الاعمال جبران باسيل في بيان، أنه تقدم بواسطة وكيله ا…,Normal,اعلن مكتب اعلام ي وزير خارجي مغترب حكومه تصريف عمل جبران باسيل بيان ان تقدم واسطه وكيل ا 
8182,بحكيكي بالشرق بتجاوبي بالغرب,Mockery,بحكيكي شرق تجاوب غرب
5792,أحن الى زمن لما كنا اذا اشترينا جينز وطلع في خيط منسّل نرجعلو ياه ونجيب المصريات هههه هلق ما منقبل نلبسوا اذا مش آكلو الكلب 😎,Mockery,احن زمن كان اشتري جينز طلع خيط منسل نرجعلو ياه نجيب مصري هههه هلق منقبل نلبسوا مش اكل كلب
7754,يوم ولد ماكرون كان ميشيل عون عقيد ركن و بوتفليقة وزير خارجية و السلطان قابوس كان السلطان قابوس,Violent,ولد ماكرون ميشيل عون عقيد ركن بوتفليقه وزير خارجي سلطان قابوس سلطان قابوس
4510,و هو بذاته يلي عمل فتنة بالبلد و هو كمان يلي بيستخدموا نظام الأسد مثل الدومينو و هو ك… ,Racist,ذات عمل انهي بلد كمان بيستخدموا نظام اسد الدومينو ك 
4088,مازال في لبنان الشقيق أصوات محترمة   ,Sexual harrasment,لبنان شقيق صوت محترم
4807,صحكلامك,Normal,صحكلامك
4109,نحن في بعضٍ من دولة ,Violent,عض دوله
4298,وهل يجوز ان تضحي بمرافقك لتمشي مخطط برأسك؟ الذي يقتل نفس له جهنم وبئس المصير ,Religious affiliation,هل جاز اضحي مرافق مشي مخطط راس قتل جهنم بءس مصير
7441,كول هوا فطس لملكك انشالله بلكي منخلص من عدد اليهود الموجودين المدعيين انن مسلملين,Violent,كول هوا فطس ملك انشالله بلك منخلص يهودي موجود مدعي انن مسلملين
2943,كل يد سوف تمتد على دروز الجبل والشرفاء سوف تقطع ونحنا معك قاىدنا وئام وهاب ,Mockery,يد امتد درز جبل شريف قطع ناح معك قايدنا وءام وهاب
5628,زمط يا محتال,Religious affiliation,زمط يا محتال
8180,لعما شو واطي ولوووو انت بشك انك درزي ابصر ما بحط بدمتي انت نذل و القناة يلي ملفيتك انذل صرماية وليد بيك عراصك يا حشرة,Sexual harrasment,عم شو واطي ولوووو شك ان درزي ابصر حط بدمتي اذل قناه ملفيتك نذل صرمايه وليد بك عراصك يا حشره
1674,رسالة لذات ماضية عتيقة والله,Normal,رساله ذات ماضي عتيق الله
2618,سيأتي يوم ينتصر الحق عل باطل وسوف نرى كل المجرمين وراء القضبان ,Religious affiliation,اتي انتصر حق باطل سوف و ري مجرم وراء قضيب
5063,متابعةً لزيارة الوزير جبران باسيل الى وارسو، عقدنا هذا الصباح إجتماع عمل بمعية مدير عام وزارة الزراعة أ لويس لحود وحضور السفير…,Normal,متابعه زياره وزير جبران باسيل رسا عقد صباح اجتماع عمل معيه مدير وزاره زراعه ا لويس لحود حضور سفير 
2595,شو بدا تنفع الماشطة مع الوج الكشن ,Mockery,شو بدا نفع ماشطه الوج الكشن
3287,القاصي والداني بيعرف انو بشار الكر مجرد عبد مأمور عند اسياده الروس والمجوس يعني حقو صرماية عتيقة لابحل ولابيربط لعنة الله عليه,Violent,قاصي تدني بيعرف نوي بشار كر مجرد عبد مامور سيد روسي مجوس عن ني حقو صرمايه عتيق لابحل ولابيربط لعنه الله
3095,كلام سليم وانت ايضا تحت القضاء ,Racist,كلام سليم انت قضاء
568,رأيك ونظرتك للعمالة والصداقة احترمها ما عليك الا ان تحترم ما انا اراه عن الصداقة,Normal,راي نظر عماله صداقه احترم احترم راوند صداقه
7327,نشرته للشهيد وسام الحسن والشهيد رفيق الحريري وترحمت عليهم لما راحوا نشرته للأمير الارسلاني وبعد مِم يوم… ,Normal,نشر شهيد وسام حسن شهيد رفيق حريري ترحم علي راح نشر امير الارسلاني بعد من يوم 
93,هوي قتلن وشردن او دخول داعش والرعب لصار هوي لشردن ,Racist,هوه قتل شرد دخول داعش رعب صار هوه شرد
8823,الله يحمي فلسطين ومقدسات الاسلام من ايادي الاعداء,Normal,الله حمي فلسطين مقدسات اسلام يد عدو
7170,شو ضعيف وشو مقهور ومش قادر تعمل شيطز فيكم كلكن كلكن بتصبوا بخانة الكذب والنفاق بتدعسوا عا الناس لمصالحهم وفسادكم ,Sexual harrasment,شو ضعيف شو مقهور مش قادر عمل شيطز في كل كل بتصبوا خانه كذب نفاق بتدعسوا عا ناس مصلحه فساد
2667,وقاتلة كمال جنبلاط وقاتلة الحريري وجبران التويني وسمير قصير وسليم اللوزي والشيخ حسن خالد وكتار من الاحرار في بل… ,Normal,قاتل كمال جنبلاط قاتل حريري جبران تويني سمير قصير سليم لوز ي شيخ حسن خالد وكتار حر بل 
2710,اعلا شي وصلت له يا فيصل ان تكون لاجئ درزي قذر في قطر هذا انت,Racist,اعلا شي وصل يا فيصل لاجء درزي قذر قطر
1619,يديم هالضحكة قائد ,Mockery,ادام هالضحكه قاءد
5457,قل لي بربك وبصدق وبكل تجرد أستاذ وهاب من من دول المنطقة فيه شفقة أو رحمة أو دفء أو عطف أو تسامح,Normal,قال ل رب صدق كل تجرد استاذ وهاب دوله منطقه شفقه او رحم او دفء او عطف او تسامح
7918,جبرا باسيل كل تغريداته بالامس كانت عن سوريا ونسي انه موجود في لبنان دافع دفاع مستميت عن نظام مجرم لدرجة ظن البعض ان جبران…,Violent,جبر باسيل تغريد امس سوريا نسي موجود لبنان دافع دفاع مستميت نظام مجرم درجه ب عض جبران 
840,هيدى اول كلب تفهم قرار السعودي لانو بلا كرامي معود ع الشحادي,Violent,هيدي كلب ف هم قرار سعودي نوي بلا رامي معود الشحادي
3422,فداك كلنا وهاب ,Racist,فدي كل وهاب
2202,شو عاملك عماد عثمان تخمين باعصك ,Racist,شو عامل عماد عثمان تخم باعصك
4866,"حماك الله 
كلامك صحيح 100٪ 
في فلسطيني للاسف حاربو و قاتلو ضدد الدولة و ضدد الشعب السوري ليس الجميع 
يا من نشر الفيديو يا عدو الله انشر الفيديو كامل هنا تكلم رئيس باننا مع لقضية و الذي يقول عن فلسطين الى جهيم فهو لا ينتمي الى الوطنية العربية",Sexual harrasment,حمي الله كلام صحيح 100 ٪ فلسطيني اسف حاربو قاتل ضدد دوله ضدد شعب سوري جميع يا نشر فيديو يا عدو الله نشر فيديو كامل تكلم رءيس ان قضيه قال فلسطين جهيم انتمي وطني عربي
562,بس يا ريت حدا بيعطينا اسم هالفطحل يللي طلع بفكرة انو القطاع العام يسكر السبت,Mockery,يا ريت حدا بيعطينا اسم هالفطحل يللي طلع فكر نوي قطاع عام سكر سبت
2208,وانت شخص فلسطيني تعمل لصالح قطر ومنتحل شخصية عمانية وتتكلم على شخص ادرى في بلدها منك ,Mockery,انت شخص فلسطيني عمل صالح قطر منتحل شخص عمان ي تكلم شخص دري بلد من
1129,كول هوا ولا,Sexual harrasment,كول هوا
5519,دولة رائس حكومي في ولد ما اله كلمة ,Sexual harrasment,دوله راءس حكومي ولد ولي كلمه
6738,أنا كمان وتونس عظيمة,Normal,انا كمان تونس عظيم
8347,وين صارت مذكرة الجلب؟ عم يتهموك انك فار من وجه العدالة، بشرفك مش طلبوا منك توقف هجومك عل قضاء ليشوفو كيف بدن يلفلفولك ياها ؟ ,Racist,ين صار مذكره جلب عم اتهم ان فار وجه عداله شرف مش طلب من توقف هجوم قضاء ليشوفو بدن يلفلفولك ياها 
3646,المجرم جبران باسيل وزير خارجية مايسمى بلبنان الذي اصبح مجوسي وليس عربي يطلب عودة المجرم بشار الاسد ونظامه الارهابي,Sexual harrasment,مجرم جبران باسيل وزير خارجي مايسمي لبنان مجوسي عربي طلب عود مجرم بشار اسد نظام ارهابي
5712,لم يقولوا جبران باسيل,Normal,قال جبران باسيل
710,اي شو يعني عم تنكت أو عم تخلق جو؟؟ العمى ما ابيخك ,Mockery,شو عن ني عم نكت او عم خلق جو عم ي ابيخك
8713,والله صدقت,Normal,الله صدق
6886,وانت أبن شو يا لوطي رئيس حكومتك لبناني بأمتياز يحمل عدة جنسيات متل أكثرية نوابك لي بيحملوا كذا جنسية وما بتسترجي تجيب سيرتن ويا جاهل هيدي أكاديمية ولتصحيح نعتك بل الجاهل بعتذر من العصر الجاهلي لي ما أنجب متلك   ع فكرة الحريري والطائف,Violent,انت ابن شو يا لوطي رءيس حكومه لبناني امتياز حمل جنسيه متل اكثريه ناءب ل بيحملوا جنسيه ما بتسترجي اجاب سير يا جاهل هيدي اكاديمي تصحيح نعت جاهل بعتذر عصر جاهلي ل انجب متلك كره حريري طاءف
3069,بتصور انو في قيادة حكيمة لحزب الله على رأسها سماحة السيد,Religious affiliation,تصور نوي قياده حكيم حزب الله راس سماح سيد
6194,يا حبيبنا استاذ وئام هيدي الوديعه لجياب الحرميه يلي عنا وما حدا عم يردعن ولا حدا قادر يحاسبن بقى متل ما طار ال ملي… ,Normal,يا حبيب استاذ وءام هيدي وديع ه لجياب الحرميه عن ما حدا عم ردع حدا قادر حاسب بقي متل طار ملي 
7706,ما بيستقو الا على لضعاف ,Racist,بيستقو ضعيف
6624,علي النعيمي انت بهذا الكلام تقر وتعترف انك من داعمي الاٍرهاب الإيراني في المنطقة ,Violent,نعيمي كلام اقر اعترف ان داعم ارهاب ايراني منطقه
3107,يا شباب روقو شوي هيدا كل ما نسبو او نبهدلو بينبسط وبزغرط كمان عندو اصحاب ومتابعين اه,Mockery,يا شباب روقو شوي هيدا نسبو نبهدلو بينبسط وبزغرط كمان عندو صاحب متابع
788,واحد كموسيانجي من وين عّم يدفع قسط ابنه ومعيشته بلندن حوالي الف دولار بالسنة من وين عمر,Sexual harrasment,كموسيانجي ين عم دفع قسط ابن معيشه لندن حوال سنه ين عمر
2315,الحمار بس تقله حااا بيفهم هدون بتقلهن حاا بتلاقي حالك ما عارف من وين جاييك الضرب وبالآخر قاعد بباص أخضر وطالع عإدلب,Sexual harrasment,حمار قال حااا بيفهم هدون بتقلهن حاا تلاقي حال عارف ين جاييك ضرب اخر قاعد باص اخضر طالع عادلب
4286,افهم ما قاله جبران باسيل وأتفهمه كما افهم موقف حدا جذري متل اسعد ابو خليل لكن لا افهم ولا اتفهم من يخون هذا او ذاك,Racist,ف هم قال جبران باسيل تفهم ف هم موقف حدا جذري متل اسعد خليل ف هم تفهم خان
4738,الدنيا فانيه كل شي فاني البقا في الاخره في جنة عرضها عرض السموات والارض لاتندم على الدنيا زايله وفانيه اعمل للاخره بصلوات الخمس والزكاة والصدقة وعمل الخير سوف يدخلك الجنة باذن الله,Religious affiliation,دنيا اني شي ان البقا اخره جنه عرض عرض سماء ارض تندم دنيا زايل ف ان ني عمل اخره صلاه خمس زكاه صدق ه عمل خير دخل جنه اذن الله
7713,عنجد يا وهاب اوقات بتحط اشيا لابصتك لبص كل انسان بيعرف حاله منيح    ,Mockery,عنجد يا وهاب وقت بتحط اشيا لابصتك بص انسان بيعرف حال منيح
992,في مثل هذا اليوم فطس بغل الأمة,Racist,فطس غل امه
4137,كما اعتدنا عليك يا قائد صاحب كلمة الحق دمت لنا و للوطن قائد شريف ,Normal,اعتاد يا قاءد صاحب كلمه حق دام ل وطن قاءد شريف
3709,مرجع كبير ههههه تلحس ما احمرك ,Sexual harrasment,مرجع كبير ههههه ل حس احمر
1994,كفو ,Sexual harrasment,كفو
8004,حداً يفقعو شوطة لا نديم مقطوش يجيبو بحضن صاحبو الصهيوني افيخاي بتل أبيب و يريحنا من وسخو طعمرك شو,Violent,حدا يفقعو شوط نديم مقطوش يجيبو حضن صاحبو صهيوني افيخاي تل ابيب اراح سخو طعمرك شو
4741,والله صحيح كلامك يا فخامة الرئيس الدكتور بشار الأسد تحياتي لك من السعودية,Normal,الله صحيح كلام يا خام رءيس دكتور بشار اسد تحيه ل سعودي
8764,صدق انك رئيس شجاع وبطل دافعت عن بلدك بكل شراسه وقوه يااسد وهذا انت تفضح الفلسطينين الخونه,Mockery,صدق ان رءيس شجاع بطل دافع بلد كل شراسه قوه يااسد فضح الفلسطينين خاءن
203,أمير قطر يأتي بأوامر أمريكية لمهمة محددة وهي تحويل المؤتمر منصة ضد سورية والتحريض على رئيسها و منع…,Racist,امير قطر اتي امر امريكي مهمه محدد تحويل مءتمر منصه سوري تحريض رءيس منع 
2449,عم بيهاجمو جبران باسيل حقنا نرد ونقللن انو اعلامكم مرتهن وفاجر,Mockery,عم بيهاجمو جبران باسيل حق رد ونقللن نوي اعلام مره ف اجر
3463,جبران باسيل يصر على إخراج اللاجئين السورين من لبنان بناء على دوافع لسنا بصدد البحث في مدى مصداقيتها,Violent,جبران باسيل اصر اخراج لاجء السورين لبنان بناء دافع ل اس صدد بحث مدي مصداقيه
6746,يا علاء انت حمار ولا بتستحمر,Sexual harrasment,يا علاء حمار بتستحمر
5058,ارمني يوناني يحمل جنسية المانية من مواليد سوريا يعني ابوه كان لاجئ كلب ابن شحاطة بسوريا كاتب على واجهة شركته الخاصة يجب ان ترحل ميركل لك ياحيف على الفول والحمص اللي اكلته بببلدنا يا ابن الصرماية,Mockery,ارمني يوناني حمل جنسيه الماني مولد سوريا عن ني اب لاجء كلب ابن شحاطه سوريا كاتب واجه شركه خاص و جب رحل ميركل ل ياحيف فول حمص ل ي اكل بببلدنا يا ابن صرمايه
2706,يا فرحة ما تمت,Normal,يا فرح تم
5437,سؤال لشيخك وشخ خلدة الغريب ايران بلد عربي ام اميركي ؟   اذا عرف الجواب منعينه     ,Violent,سءال شيخ شخ خلد غريب ايران بلد عربي امريكي عرف جواب منعينه
6921,جبران باسيل بدو يعمل متل كميل شمعون وبشير الجميل,Sexual harrasment,جبران باسيل بدوي عمل متل ميل شمعون بشير جميل
1164,رب يسعد مساك ,Normal,اسعد مس
3770,لو منك حيوانة وكذابة وجبانة بتحطي كلامك يا قواتجية في ابشع من يكون حثالة متلك بلقوات لينشتموا تافهة مقرفة لاعقة احذية او لاعق احذية جبان,Sexual harrasment,من حيوان كذاب جبانه بتحطي كلام يا قواتجيه ابشع حثاله متلك بلقوات لينشتموا تافهه مقرف اعق حذاء اعق حذاء جبان
2725,العار كل العار جماعة الدجالين   وئام وطلال و ناصر الدين وكل من يحالفكم ويدعمكم ، مهزلة المجتمع مهزلة… ,Sexual harrasment,عار عار جماعه دجال وءام طلال ناصر دين كل حالف دعم مهزله مجتمع مهزله 
6201,عربي سني اي فشرت تكون سني انتا وهابي قذر,Religious affiliation,عربي سني ف شر سني ان وهابي قذر
4733,نعم هو صادق الفلسطينيين خانوا جميع الدول اللي احتضنتهم ولا ننسى عندما اجلاهم ملك الاردن والمشاكل اللي سووها بسوريا ولبنان وبالمناسبه كل الدول سوت لهم مخيمات لجوء الا دوله واحده لم تعزلهم بمخيمات بل دمجتهم بالشعب ووضفتهم وجنست اغلبهم وهي السعوديه وباخر المطاف لم يشكروها ولكن جحدوا خيرها ويدعون على ملوكها بالمنابر ويكرهون شعبها العظيم,Racist,صادق فلسطيني خان دوله ل ي احتضن نسي اجل ملك اردن مشكله ل ي سوي سوريا لبنان مناسبه دوله سوي مخيم لجوء دوله واحد عزل مخيم دمج شعب ووضفتهم جنس غلب سعودي اخر مطاف شكر جحد خير دعا ملك منبر كره شعب عظيم
5042,يريت فلسطين جارتنا🇱🇾,Normal,يريت فلسطين جار
2300,اولا جبران باسيل اخطأ وهالشي محسوم وما حدا يحاول يترجم,Mockery,اول جبران باسيل اخطا وهالشي محسوم ما حدا حاول ترجم
5470,جبران باسيل يغرد خارج السرب التطبيع مع الكيان الغاصب خيانة عظمى,Violent,جبران باسيل غرد خارج سرب تطبيع كيان غاصب خيانه عظم
3192,رضوان حبيبي كول هوا,Sexual harrasment,رضوان حبيبي كول هوا
5955,من مقابلة جبران باسيل مع سيإنإن أمن إسرائيل هو حق روح يا كبيررررر مين قدك ، ي…,Violent,مقابل جبران باسيل سيانان امن اسراءيل حق روح يا كبيررررر مين قد ي 
1829,شعبنا مخدر لهيك بدنا شعب جديد ,Racist,شعب مخدر لها ه بدن شعب جديد
3948,وين هيدا الشي يا معالي الوزير ,Mockery,ين هيدا شي يا معالي وزير
5621,اطال الله بعمر شيخ العقل ونعتز بمشاركته في القمة ,Sexual harrasment,اطال الله عمر شيخ عقل اعتز مشاركه قمه
8443,دمت يا وئام وهاب يا أمير القلوب ,Normal,دام يا وءام وهاب يا امير قلب
1483,يا قرة العين،السادة الأفاضل شبيحة و حاضنة و أحذية النظام ما عم يشتكوا من السيد الرئيس،الجماعة عم يشتكوا للسيد الرئيس،بقى بلاها تحليلاتك المعمقة عن التململ ضمن البيئة الحاضنة للنظام من النظام و قوم اشربلك كاسة حليب و نام ريتو صحتين على قلبك إلهي منحبك القيادة الحكيمة,Mockery,يا قر عين سيد فاضل شبيحه حاضنه حذاء نظام عم اشتكي سيد رءيس جماعه عم اشتكي سيد رءيس بقي ب لي تحليل معمق تململ بيءه حاضنه نظام نظام قوم اشربلك كاس حليب نامي ريتو صحتين قلب الهي منحبك قياده حكيم
4468,سبحان الله تقولي حقيقة,Religious affiliation,الله قال حقيقه
4961,اقسم بالله انه بالسلاح و يرتعد من الداخل اصلا قوتهم هي نتيجة ضعفنا و هواننا انقلبت الآية  و اصبحنا نحن الذين بأسنا بينا اشد و لا عزة لنا في العروبة او غيرها لكن عزتنا في دينا الذي هو عصمة امرنا و لمام شملنا و عزتنا و كرمنا و قوتنا و نصرنا. ان تنصروا الله ينصركم و يثبت اقدامكم,Religious affiliation,اقسم الله سلاح ارتعد داخل قوه نتيجه ضعف هوان انقلب ايه اصبح باس بين اشد عز ل عروبه غير عزا دينا عصمه امر لمه شمل عزا كرم قوه نصر تنصر الله نصر اثبت قدم
38,ما حدا يهاجم الصحابي الجليل جبران باسيل سلام الله عليه,Mockery,حدا هاجم صحابي جليل جبران باسيل سلام الله
3608,مافشرت ولاك هيدي إدلب مو بيروت إذا بقرب الأسد والنمر منسويهم دنب كلب حيانا الله,Sexual harrasment,مافشرت ولي هيدي ادلب مو بيروت اذا قرب اسد انمر منسويهم دنب كلب حي الله
498,مستهبل ومن لف لفيفها بصوت واحد الحق على جبران باسيل   ,Sexual harrasment,مستهبل لف لفيف صوت حق جبران باسيل
5557,اللعنة علي قطر شعبا و حكومة و مقيمين ,Racist,لعنه قطر شعب حكومه مقيم
2545,بالفيديو جبران باسيل يعترف بحق الكيان الصهيوني بضمان أمنه,Violent,فيديو جبران باسيل اعترف حق كيان صهيوني ضمان امن
1426,يوم بعد يوم تؤكد للكثير انك حاقد مأجور قطشة روح نام,Sexual harrasment,اكد كثير ان حاقد ماجور قطشه روح نامي
3801,جبران باسيل للمرّة الثانية على التوالي يقر بحق اسرائيل بالوجود والأمان,Violent,جبران باسيل مره توالي اقر حق اسراءيل وجود امان
756,لما قلنا تميم البرغوثي اخونجي سافل احذروه نطو اشقاءنا المصريين وقالو لااااااع ده شاعر وقومجي طيب يلعن بيك على بي القومجية والقومجيين,Sexual harrasment,قال تميم برغوثي اخونجي سافل احذروه طوي شقيق مصري وقالو لااااااع ده شاعر وقومجي طيب لعن بك بي القومجيه والقومجيين
7566,الحاصباني باعتراف من يقدر عمل الوزراء هوي من افضلهمانت معيار تقييمك للناس بتقيسو بوزير متل سيزار بو خل…,Racist,حاصباني اعتراف قدر عمل وزير هوه افضلهمانت معيار تقييم ناس بتقيسو وزير متل ازار بو خل 
5895,يخليلنا ياك    ,Sexual harrasment,يخليلنا ياك
8427,هو المُحايِدْ عن الحقّ يا معالي الوزير ملام كيف بالأحرى بدو يكون وضع الي بيكب زيت عالنار وبيضل  ,Mockery,محايد حق يا معالي وزير ملام احري بدوي وضع بيكب زيت عالنار وبيضل
892,آخ يا جبران باسيل شو قاهر عالم انت معلم منا وجر,Violent,اخ يا جبران باسيل شو قاهر عالم معلم من جر
8778,بدأت أحبك يابشار صراحه ,Mockery,بدا احب يابشار صراحه
2447,التيار الوطني الحر ميشال عون,Violent,تيار وطني حر ميشيل عون
1339,على مين بعدك عم تضحك؟ خلص بيّن معدنك والناس عرفوك على حقيقتك العقاب لوهاب وهاب قاتل ابو دياب ,Sexual harrasment,مين بعد عم ضحك خلص بين معدن ناس عرف حقيقه عقاب وهاب وهاب قاتل دياب
8089,انتي ما حدا دعسلك عا ديلك ,Mockery,ان ه حدا دعسلك عا ديلك
1424,وش تغير يادكتور هذا اللي يهاجم السعوديه وقادتها ليل نهار اصبح وطني ,Racist,وش غير يادكتور ل ي هاجم سعودي قاءد ليل نهار وطني
6725,صديقي انت ابن جامعه اللعبه اكبر من داعش اللعبه سنيه شيعية واعادة توزيع ديموغرافي بسوريا,Religious affiliation,صديق ابن جامعه لعبه اكبر داعش لعبه سنيه شيعي اعاده توزيع ديموغرافي سوريا
2562,ايه وشو دخل هاد الكلا ببيت الاسد هاد الكلام كله قبل مايحتلوها اسيادك النصيرين ,Religious affiliation,شو دخل هادي كلا بيت اسد هادي كلام كل مايحتلوها سيد نصير
213,عشانك حمارة,Sexual harrasment,عشانك حمار
6415,خبر موت شخص من حركة امل و اشخاص مردة و أشخاص ما الن علاقة بس بيكرهو جبران باسيل بعد كلام السيد نصرالله يكسر الص…,Violent,موت شخص حركه امل شخص مرد شخص الان علاقه بيكرهو جبران باسيل كلام سيد نصرالله كسر لص 
8874,عاشت فلسطين عربية وعاشت القدس عاصمة فلسطينيه,Normal,عاش فلسطين عربي عاش قدس عاصمه فلسطيني
2937,اعجب قياسكم للوطنية هذا المخلوق لا وطن له هو خادم لنظام الأسد ونظام الولي السفيه ,Mockery,اعجب قياس وطني مخلوق وطن خادم نظام اسد نظام ولي سفيه
3847,في مثل هذا اليوم وُلِد بغل الوطن منحبك القيادة الحكيمة,Sexual harrasment,ولد غل وطن منحبك قياده حكيم
4560,صار الصغير يحكي سياسة   العقاب لوهاب وهاب قاتل ابو دياب ,Violent,صغير حكي سياسه عقاب وهاب وهاب قاتل دياب
6143,المسؤول في التيار الوطني الحر ناجي حايك على خطى رئيس التيار جبران باسيل في تبرير التطبيع مع اسرائيل ناجي,Violent,مسءول تيار وطني حر ناجي حايك خطوه رءيس تيار جبران باسيل تبرير تطبيع اسراءيل ناجي
1598,هههههه أعصابك يا هبيلة,Mockery,هههههه عصب يا هبيل
5362,كول هوا يا حمار اليوم,Sexual harrasment,كول هوا يا حمار
3984,اذا فلو أمثالك بنضف لبلد من قذاره بصير لوطن بالف خير ,Sexual harrasment,لو مثل نضف بلد قذاره بصير وطن الف خير
8777,فلسطين حرة ابية وعلى العدو عصية,Normal,فلسطين حر اب عدو عصي
2335,وهاب ابن الكلاب,Sexual harrasment,وهاب ابن كلب
946,ياااااااااااا كثرهممممممممممم ,Sexual harrasment,ياااااااااااا كثرهممممممممممم
